From	To	Species	Gene Name
SV2B	9899	Homo sapiens	synaptic vesicle glycoprotein 2B; hypothetical protein LOC100128403
SV2A	9900	Homo sapiens	synaptic vesicle glycoprotein 2A
NSF	4905	Homo sapiens	N-ethylmaleimide-sensitive factor
SUOX	6821	Homo sapiens	sulfite oxidase
CCDC88B	283234	Homo sapiens	coiled-coil domain containing 88B
CCDC88A	55704	Homo sapiens	coiled-coil domain containing 88A
RABL3	285282	Homo sapiens	RAB, member of RAS oncogene family-like 3
INGX	27160	Homo sapiens	inhibitor of growth family, X-linked, pseudogene
MPP1	4354	Homo sapiens	membrane protein, palmitoylated 1, 55kDa
MPP2	4355	Homo sapiens	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)
WBSCR17	64409	Homo sapiens	Williams-Beuren syndrome chromosome region 17
CCDC88C	440193	Homo sapiens	coiled-coil domain containing 88C
RABL5	64792	Homo sapiens	RAB, member RAS oncogene family-like 5
MPP3	4356	Homo sapiens	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
MPP4	58538	Homo sapiens	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)
MPP5	64398	Homo sapiens	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)
RING1	6015	Homo sapiens	ring finger protein 1
MPP6	51678	Homo sapiens	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)
MPP7	143098	Homo sapiens	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
INHA	3623	Homo sapiens	inhibin, alpha
NRM	11270	Homo sapiens	nurim (nuclear envelope membrane protein)
NRL	4901	Homo sapiens	neural retina leucine zipper
FLJ37453	729614	Homo sapiens	hypothetical LOC729614
HYMAI	57061	Homo sapiens	hydatidiform mole associated and imprinted (non-protein coding)
NRK	203447	Homo sapiens	Nik related kinase
ADAD2	161931	Homo sapiens	adenosine deaminase domain containing 2
ING5	84289	Homo sapiens	inhibitor of growth family, member 5
ING4	51147	Homo sapiens	inhibitor of growth family, member 4
WBSCR27	155368	Homo sapiens	Williams Beuren syndrome chromosome region 27
ING3	54556	Homo sapiens	inhibitor of growth family, member 3
ING2	3622	Homo sapiens	inhibitor of growth family, member 2
APEX2	27301	Homo sapiens	APEX nuclease (apurinic/apyrimidinic endonuclease) 2
WBSCR28	135886	Homo sapiens	Williams-Beuren syndrome chromosome region 28
ADAD1	132612	Homo sapiens	adenosine deaminase domain containing 1 (testis-specific)
CTCFL	140690	Homo sapiens	CCCTC-binding factor (zinc finger protein)-like
WBSCR22	114049	Homo sapiens	Williams Beuren syndrome chromosome region 22
UGT1A6	54575	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54576	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54577	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54578	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54600	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54579	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54657	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54658	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A6	54659	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54575	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54576	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54577	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54578	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54600	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54579	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54657	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54658	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
UGT1A8	54659	Homo sapiens	UDP glucuronosyltransferase 1 family, polypeptide A3; UDP glucuronosyltransferase 1 family, polypeptide A5; UDP glucuronosyltransferase 1 family, polypeptide A4; UDP glucuronosyltransferase 1 family, polypeptide A7; UDP glucuronosyltransferase 1 family, polypeptide A6; UDP glucuronosyltransferase 1 family, polypeptide A10; UDP glucuronosyltransferase 1 family, polypeptide A9; UDP glucuronosyltransferase 1 family, polypeptide A8; UDP glucuronosyltransferase 1 family, polypeptide A1
ING1	3621	Homo sapiens	inhibitor of growth family, member 1
APEX1	328	Homo sapiens	APEX nuclease (multifunctional DNA repair enzyme) 1
GIGYF1	64599	Homo sapiens	GRB10 interacting GYF protein 1
INF2	64423	Homo sapiens	inverted formin, FH2 and WH2 domain containing
SUN5	140732	Homo sapiens	sperm associated antigen 4-like
SUN2	25777	Homo sapiens	unc-84 homolog B (C. elegans)
SUN3	256979	Homo sapiens	Sad1 and UNC84 domain containing 1
CBY1	25776	Homo sapiens	chibby homolog 1 (Drosophila)
SUN1	23353	Homo sapiens	unc-84 homolog A (C. elegans)
GKN2	200504	Homo sapiens	gastrokine 2
NTS	4922	Homo sapiens	neurotensin
METRNL	653506	Homo sapiens	meteorin, glial cell differentiation regulator-like; similar to meteorin, glial cell differentiation regulator-like
METRNL	284207	Homo sapiens	meteorin, glial cell differentiation regulator-like; similar to meteorin, glial cell differentiation regulator-like
MPND	84954	Homo sapiens	MPN domain containing
GKN1	56287	Homo sapiens	gastrokine 1
NTM	50863	Homo sapiens	neurotrimin
LOC100129597	100129597	Homo sapiens	hypothetical LOC100129597
LOC283761	283761	Homo sapiens	hypothetical LOC283761
ALPPL2	251	Homo sapiens	alkaline phosphatase, placental-like 2
AMOTL1	154810	Homo sapiens	angiomotin like 1
SART3	9733	Homo sapiens	squamous cell carcinoma antigen recognized by T cells 3
AMOTL2	51421	Homo sapiens	angiomotin like 2
SART1	9092	Homo sapiens	squamous cell carcinoma antigen recognized by T cells
LPHN2	23266	Homo sapiens	latrophilin 2
LPHN3	23284	Homo sapiens	latrophilin 3
CLPTM1L	81037	Homo sapiens	CLPTM1-like
LRRC7	57554	Homo sapiens	leucine rich repeat containing 7
HIGD1A	100130383	Homo sapiens	similar to HIG1 domain family, member 1A; HIG1 hypoxia inducible domain family, member 1A; HIG1 hypoxia inducible domain family, member 1D
HIGD1A	100129086	Homo sapiens	similar to HIG1 domain family, member 1A; HIG1 hypoxia inducible domain family, member 1A; HIG1 hypoxia inducible domain family, member 1D
HIGD1A	25994	Homo sapiens	similar to HIG1 domain family, member 1A; HIG1 hypoxia inducible domain family, member 1A; HIG1 hypoxia inducible domain family, member 1D
LPHN1	22859	Homo sapiens	latrophilin 1
HIGD1B	51751	Homo sapiens	HIG1 hypoxia inducible domain family, member 1B
CCAR1	55749	Homo sapiens	cell division cycle and apoptosis regulator 1
LRRC4	64101	Homo sapiens	leucine rich repeat containing 4
LRRC3	81543	Homo sapiens	leucine rich repeat containing 3
LRRC6	23639	Homo sapiens	leucine rich repeat containing 6
FLJ20021	90024	Homo sapiens	hypothetical LOC90024
LRRC2	79442	Homo sapiens	leucine rich repeat containing 2
NOXA1	10811	Homo sapiens	NADPH oxidase activator 1
LRRC1	55227	Homo sapiens	leucine rich repeat containing 1
PKHD1L1	93035	Homo sapiens	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1
SARS2	54938	Homo sapiens	seryl-tRNA synthetase 2, mitochondrial
PPP1CA	5499	Homo sapiens	protein phosphatase 1, catalytic subunit, alpha isoform
EGFLAM	133584	Homo sapiens	EGF-like, fibronectin type III and laminin G domains
ADSL	158	Homo sapiens	adenylosuccinate lyase
MGC12982	84793	Homo sapiens	hypothetical protein MGC12982
HIGD2A	192286	Homo sapiens	HIG1 hypoxia inducible domain family, member 2A
ORAI2	80228	Homo sapiens	ORAI calcium release-activated calcium modulator 2
ORAI1	84876	Homo sapiens	ORAI calcium release-activated calcium modulator 1
ADSS	159	Homo sapiens	adenylosuccinate synthase
CACNB1	782	Homo sapiens	calcium channel, voltage-dependent, beta 1 subunit
CACNB2	783	Homo sapiens	calcium channel, voltage-dependent, beta 2 subunit
CACNB3	784	Homo sapiens	calcium channel, voltage-dependent, beta 3 subunit
CACNB4	785	Homo sapiens	calcium channel, voltage-dependent, beta 4 subunit
ORAI3	93129	Homo sapiens	ORAI calcium release-activated calcium modulator 3
ZAP70	7535	Homo sapiens	zeta-chain (TCR) associated protein kinase 70kDa
DHX8	1659	Homo sapiens	DEAH (Asp-Glu-Ala-His) box polypeptide 8
DHX9	1660	Homo sapiens	DEAH (Asp-Glu-Ala-His) box polypeptide 9
NXF5	55998	Homo sapiens	nuclear RNA export factor 5
NXF3	56000	Homo sapiens	nuclear RNA export factor 3
PIBF1	10464	Homo sapiens	progesterone immunomodulatory binding factor 1
NXF1	10482	Homo sapiens	nuclear RNA export factor 1
BFAR	51283	Homo sapiens	bifunctional apoptosis regulator
LASP1	3927	Homo sapiens	LIM and SH3 protein 1
NUAK2	81788	Homo sapiens	NUAK family, SNF1-like kinase, 2
NUAK1	9891	Homo sapiens	NUAK family, SNF1-like kinase, 1
AP2S1	1175	Homo sapiens	adaptor-related protein complex 2, sigma 1 subunit
LOC100129550	100129550	Homo sapiens	hypothetical LOC100129550
KISS1R	84634	Homo sapiens	KISS1 receptor
CILP2	148113	Homo sapiens	cartilage intermediate layer protein 2
TICAM1	148022	Homo sapiens	toll-like receptor adaptor molecule 1
ERRFI1	54206	Homo sapiens	ERBB receptor feedback inhibitor 1
ATF7IP	55729	Homo sapiens	activating transcription factor 7 interacting protein
LOC283738	283738	Homo sapiens	hypothetical protein LOC283738
LOC145663	145663	Homo sapiens	hypothetical protein LOC145663
CACNG8	59283	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 8
CACNG7	59284	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 7
LOC283731	283731	Homo sapiens	hypothetical protein LOC283731
LOC100130502	100130502	Homo sapiens	hypothetical LOC100130502
ARHGEF18	23370	Homo sapiens	Rho/Rac guanine nucleotide exchange factor (GEF) 18
LOC100130503	100130503	Homo sapiens	hypothetical LOC100130503
ELANE	1991	Homo sapiens	elastase, neutrophil expressed
ARHGEF19	128272	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 19
CACNG6	59285	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 6
ARHGEF16	27237	Homo sapiens	Rho guanine exchange factor (GEF) 16
ADNP	23394	Homo sapiens	activity-dependent neuroprotector homeobox
CACNG5	27091	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 5
CACNG4	27092	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 4
ARHGEF17	9828	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 17
CACNG3	10368	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 3
CFTR	1080	Homo sapiens	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
CACNG2	10369	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 2
ARHGEF15	22899	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 15
CACNG1	786	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 1
ARHGEF12	23365	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 12
ARHGEF10	9639	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 10
ARHGEF11	9826	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 11
LOC93432	93432	Homo sapiens	maltase-glucoamylase-like pseudogene
IGHV1-2	28474	Homo sapiens	immunoglobulin heavy variable 1-2
MGC12916	84815	Homo sapiens	hypothetical protein MGC12916
CCDC64B	146439	Homo sapiens	coiled-coil domain containing 64B
ARMCX4	100131755	Homo sapiens	similar to hCG1792883
ARMCX3	51566	Homo sapiens	armadillo repeat containing, X-linked 3
RFPL1	5988	Homo sapiens	ret finger protein-like 1
RFPL2	10738	Homo sapiens	ret finger protein-like 2; ret finger protein-like 3
RFPL2	10739	Homo sapiens	ret finger protein-like 2; ret finger protein-like 3
ARMCX2	9823	Homo sapiens	armadillo repeat containing, X-linked 2
ARMCX1	51309	Homo sapiens	armadillo repeat containing, X-linked 1
RFPL3	10738	Homo sapiens	ret finger protein-like 2; ret finger protein-like 3
RFPL3	10739	Homo sapiens	ret finger protein-like 2; ret finger protein-like 3
KNDC1	85442	Homo sapiens	kinase non-catalytic C-lobe domain (KIND) containing 1
BRMS1L	84312	Homo sapiens	breast cancer metastasis-suppressor 1-like
